HEADER_1;HEADER_2;HEADER_3;HEADER_4;HEADER_5;HEADER_6;HEADER_7;HEADER_8;HEADER_9;HEADER_10;HEADER_11;HEADER_12;HEADER_13;HEADER_14;HEADER_15;HEADER_16;HEADER_17;HEADER_18;HEADER_19;HEADER_20;HEADER_21;HEADER_22;HEADER_23;HEADER_24;HEADER_25;HEADER_26;HEADER_27;HEADER_28;HEADER_29;HEADER_30;HEADER_31;HEADER_32;HEADER_33;HEADER_34;HEADER_35;HEADER_36;HEADER_37;HEADER_38;HEADER_39;HEADER_40;HEADER_41;HEADER_42;HEADER_43;HEADER_44;HEADER_45;HEADER_46;HEADER_47;HEADER_48;HEADER_49;HEADER_50;HEADER_51;HEADER_52;HEADER_53;HEADER_54;HEADER_55;HEADER_56;HEADER_57;HEADER_58;HEADER_59;HEADER_60;HEADER_61;HEADER_62;HEADER_63;HEADER_64;HEADER_65;HEADER_66;HEADER_67;HEADER_68;HEADER_69;HEADER_70;HEADER_71;HEADER_72;HEADER_73;HEADER_74;HEADER_75;HEADER_76;HEADER_77;HEADER_78;HEADER_79;HEADER_80;HEADER_81;HEADER_82;HEADER_83;HEADER_84;HEADER_85;HEADER_86;HEADER_87;HEADER_88;HEADER_89;HEADER_90;HEADER_91;HEADER_92;HEADER_93;HEADER_94;HEADER_95;HEADER_96;HEADER_97;HEADER_98;HEADER_99;HEADER_100;HEADER_101;HEADER_102;HEADER_103;HEADER_104;
4900;9792;22248;19111;21298;28524;5531;7469;6154;13036;16202;17618;12099;19969;10754;13826;6127;28302;2798;21705;23350;6439;13342;19339;22589;21866;24455;14837;1869;29842;11083;20531;30769;9801;11067;10851;4063;20414;13210;74;18779;22776;16676;32070;32217;25706;8783;21636;30754;9415;17873;25971;22328;17687;21090;1145;1085;5899;27587;15332;16273;31629;18687;6435;2363;14748;32753;23094;26762;14167;10758;3939;22267;18775;17989;1323;21086;3138;31884;2684;23093;31901;9756;26408;23645;16610;16215;5782;21744;22995;9929;6840;9577;11533;19814;31548;26377;7648;15378;17671;15482;10334;4711;7647;
26291;12978;25266;16487;8475;2228;3902;29777;2289;13754;3286;22223;5099;12464;11909;1866;23069;3691;24224;3159;14109;11834;26886;1255;1637;5310;15015;31165;32504;26876;14915;25382;29257;18353;7796;14052;29272;24805;25839;4715;8990;5059;20231;21840;15147;31912;1907;16382;30606;10618;21840;27307;1781;26683;106;10378;12309;25566;19127;11074;14156;857;8996;31392;18309;16123;30100;5256;25181;24576;15398;18738;7044;24163;13751;10131;9061;20723;26025;3608;25865;9129;16610;13210;15160;2105;11287;15503;226;21735;12106;12413;190;17820;657;25525;2097;21305;22554;10557;8561;5419;1900;24846;
14570;24896;32239;13951;12769;7608;6319;8962;11863;31136;19293;2318;3632;32603;14487;31580;27028;13698;8040;1110;2710;16878;16915;461;10771;17170;10764;26858;29661;21390;27976;1639;5657;27650;22710;3838;24550;5920;9230;5154;13120;11270;4809;12526;20003;714;9840;859;12019;22358;17946;17845;6171;20086;32561;7248;30453;20783;17268;27511;12778;12883;18498;18853;8666;21074;27413;25080;15037;13651;16205;23266;10123;16259;10543;5410;23898;2989;10797;22258;27078;4108;16999;14210;150;1373;2931;24230;3229;17463;28761;27851;18397;3231;9954;7984;7923;27608;19987;1107;25519;13432;22004;21673;
4866;15553;5270;17297;12829;22317;11347;23691;1751;14667;10072;16549;12111;17610;27745;22583;23763;26323;28868;19664;13825;413;19377;24432;9260;5179;3768;28408;4098;5304;1931;17118;20843;12389;20230;28197;22196;26226;18796;24205;18156;12476;31732;27655;9102;12006;23428;31851;11617;1963;30908;3949;4253;29810;11574;18126;7247;11043;11788;16079;2302;6714;10139;19179;4751;11034;18055;27333;26982;32419;20992;2912;16078;22534;15171;26766;28827;10712;18019;8875;6158;31078;12361;23690;32760;3145;30201;30128;17954;5178;8472;13504;11245;19751;15787;30263;23094;16774;23842;13145;7292;10473;19093;30060;
22341;5330;21581;2339;15805;24521;20102;1629;2721;4781;13171;16;16475;13384;1155;28799;13423;14117;20707;13748;27157;31142;1348;12842;39;3153;26846;26058;13886;12907;27573;4888;19737;20680;10779;17583;17982;16097;18806;18155;18147;11815;4675;27109;8718;7063;27483;8100;19964;32655;6773;19089;18624;12256;28141;20524;12332;10276;13252;17406;4340;11346;8679;16078;12561;31119;5044;13848;22884;31047;16570;26555;25244;10877;20672;11762;2393;13663;28937;20357;19857;23838;20183;8257;24884;17404;6958;1445;27147;13735;31706;13278;6886;27589;3508;14070;26614;208;23584;7240;23160;1316;29146;20535;
18323;27222;26355;1055;28292;14536;4118;12428;16888;17274;13072;1962;24761;20003;25743;27645;397;22913;29482;16210;22108;2541;930;7670;10896;23602;17000;23077;16577;7327;20063;19397;13202;21595;16610;18517;24022;8441;30473;22304;3576;10828;40;30134;2201;10877;21913;156;7802;15450;16316;5187;22941;25585;3131;31287;1447;1374;31123;30361;6025;15841;31696;2511;14431;21300;16023;31354;30616;11547;2154;15272;26712;3388;25384;844;11802;31025;11731;9451;15514;2780;31638;1175;20210;6906;25607;13857;23043;31227;10409;7307;32278;11026;21429;7612;15299;21896;13338;15991;28691;24661;23234;14990;
23521;27633;32023;27987;14982;7784;24774;7760;11189;30125;13506;1592;29859;5168;31629;8221;23659;15282;27315;6882;10162;27224;25495;32500;30598;19967;26993;23605;3980;464;14488;5177;18267;18964;25341;5301;11043;16969;5624;5684;3986;12661;27976;13068;7416;30906;30549;27281;5545;20523;20151;25736;23459;17886;27900;2271;31088;13122;6822;16283;12878;7347;8308;27921;23950;12108;7651;32345;4410;20733;10483;6656;24570;30429;6958;18685;11832;13761;12263;11238;25219;16653;22464;4196;30001;19402;25967;31461;9033;32761;30657;30864;18592;39;17630;19838;9537;10050;10960;21287;4626;31403;10559;6938;
26805;652;10366;10738;8877;31852;12748;24197;29634;7169;31955;22878;25510;20037;30325;30830;10968;13004;9416;15102;22217;16212;3167;8680;31038;16798;31436;24583;26357;13180;23138;28396;18827;5420;29504;23506;2205;16868;15755;24788;20014;29358;10490;7774;10824;25462;32152;2274;6630;20065;14789;24268;29970;12641;4478;15031;2123;4615;29407;5601;23849;13208;13286;20188;30276;29538;19834;2183;593;16208;18348;30013;19086;23229;15164;25164;24673;25990;3167;6057;20027;22883;17087;24546;20419;29047;8900;19539;21809;12325;27666;2461;22007;30502;24915;22612;13991;26072;32054;32248;17937;29145;30903;16935;
5547;28117;1698;19472;12599;29340;26706;29739;31135;24184;16319;24104;10020;24253;17080;28453;14007;14241;13164;29731;18087;15950;16943;3259;9853;14646;15483;11789;7717;6823;11573;20986;12366;18847;21042;9875;23570;27873;2810;20944;8666;27720;9420;7558;20348;7260;10210;8083;22439;18467;2549;12891;14465;3386;27140;20857;13710;15907;14674;11950;26836;16097;30126;4893;28477;4034;22774;24763;13372;31357;8670;18433;8371;5500;23022;1508;12565;4475;15562;15878;14024;1362;9398;17710;18637;11279;8281;28662;10146;18760;5569;14787;6247;10160;5800;22522;31553;26087;18934;3441;8444;1431;3719;21028;
9204;28860;15149;9002;18485;26947;8185;3815;9953;5847;11446;20866;10450;9976;24759;5529;5249;13133;26579;11572;13094;25147;2221;22264;20769;30134;18489;25502;7577;15447;26235;20387;11619;6319;6290;9536;9509;4828;9206;15004;20155;10329;16126;8257;7641;19995;23205;21452;26610;22745;14733;2793;21337;16299;30788;10879;16807;27862;27335;15912;14684;4326;29508;996;4809;11262;13860;24590;27693;16749;20297;19855;10526;27009;27796;7761;298;13728;29099;8183;25023;6804;2297;30923;10056;21799;17910;20727;29081;31984;15528;7161;6029;14700;12906;5713;32237;19793;19436;19324;21908;27678;23675;14374;
1233;3575;14978;23708;16397;13744;15697;21376;5550;23848;18462;16576;28987;31704;1609;11464;22976;23467;15589;8183;28532;12304;21875;4688;27801;9038;1520;883;11684;19993;14867;20171;1182;19810;8656;4104;23498;27251;2336;11216;27528;2362;23812;20657;1913;20709;455;1115;18148;17072;24196;4364;3160;13051;16873;26443;12435;22688;1082;18393;21667;26243;2713;18917;8011;25451;3972;4479;27048;13328;21663;19023;7956;2933;8628;14983;21579;13687;13560;534;22989;28582;2192;23071;19843;17493;4435;26793;28580;7149;23250;31896;16090;30855;9365;17884;8097;4025;25768;24040;4848;13999;21335;13413;
16412;21630;25653;13352;22009;20150;20579;13410;1858;9270;5646;2583;9787;10821;4410;19922;9108;8158;4542;10646;29841;2890;4752;17175;9320;5621;30275;5674;5355;23162;27854;21371;12902;22784;26255;6014;7883;1481;14480;3496;6156;9736;22024;21470;7625;28403;17189;12846;6699;6938;9480;31421;4624;27127;4882;9728;8296;15814;3422;32559;16606;19351;15502;29943;11708;4513;24267;25200;21768;2009;1543;25678;10483;16067;2949;3675;20341;24712;23708;5413;30001;18506;1208;16371;18334;9140;6305;14078;23144;21205;26368;478;31764;31278;4639;19011;15844;31497;30448;14053;13050;17933;1361;29374;
10943;15376;28046;13430;27270;4396;18215;23071;10861;26133;5332;27938;22916;2985;18887;8825;27954;9417;13361;11039;16340;6760;28935;26821;17062;5601;19718;23239;1767;30094;14069;22366;25144;28566;10026;25879;12870;22278;8271;18564;936;14116;11622;6705;8203;14592;267;30937;18316;1867;6649;11226;6501;9324;4304;18919;28620;26321;29462;14333;13080;3971;20347;5272;26662;12030;22369;25382;32251;19519;14747;3004;7850;542;6773;776;1912;1758;19701;11911;11327;20995;12641;22775;10768;21603;23809;19216;19740;30336;28454;23663;11733;20757;14188;4307;10576;21487;4411;5515;14574;20222;6292;13103;
27963;4524;7178;1935;4118;5229;28686;7145;12819;24728;1904;11103;10013;10869;29987;11687;13920;20887;15169;31237;358;15212;2894;5750;26239;15378;23489;1838;25191;364;30400;12869;13603;13430;26156;11182;20012;17621;24797;32104;17359;4787;7471;16376;22996;27337;11453;5910;23390;2237;17772;26279;19474;5039;7084;21483;13435;18703;12794;26360;3501;18865;16809;24679;4137;15651;8419;5965;27137;16190;18923;29549;8253;19451;26532;22443;8060;7560;2903;4292;16351;12443;28593;7229;16418;25351;27915;23449;31756;24717;751;1999;25098;20980;6871;30971;27671;603;26679;5716;8158;28367;2494;606;
23075;29721;20441;22369;26975;3801;19578;2073;15274;25049;4119;14511;9182;30363;14325;9192;31226;27700;12710;24733;6852;2141;22481;7019;2739;24264;19505;6315;16395;688;13024;4772;22602;30388;13014;18432;15555;20197;24492;20093;31369;14622;28838;32229;20878;24468;26865;1856;16140;22957;5417;3144;1828;7958;543;19229;454;12560;20696;12858;11984;28170;3033;28840;21882;17269;24993;22129;13041;12756;26744;6488;31810;22290;20327;20935;14202;29465;8328;17417;12299;6816;30848;18873;2674;3140;22345;28539;15127;23515;28213;6890;25717;26629;3887;19665;24698;19971;8516;21405;31025;20429;15971;530;
5278;24670;24161;15934;22506;19027;13120;31915;1472;9396;6833;31705;7158;2578;18647;21483;29808;17874;4174;11937;27969;27592;27500;15238;23572;3592;10951;13419;20683;1272;27895;1555;27493;32170;17309;28976;18725;17001;10660;14222;19696;29074;11974;10639;18168;5798;31826;10199;16279;22940;5933;27976;27005;14460;791;13617;32526;32553;11056;4546;3846;29054;13243;1732;31839;23453;6433;15495;13684;31876;16441;24347;26214;32482;23494;32194;10943;29736;19266;32422;597;1506;22234;31432;3442;20808;27833;5689;21553;8464;17289;10380;7467;31111;1591;18827;5971;10976;27895;5673;23327;24012;26505;16824;
1769;20043;15546;18268;31380;10433;17197;20416;30322;15692;5979;7943;8549;32085;29401;7942;14917;30565;2266;22960;30850;17722;3060;30673;24587;8219;16679;6144;3182;3944;17435;4558;14144;25973;24745;31044;32191;32408;9629;30349;10678;30337;5306;17903;417;18378;5119;29696;25618;2511;1065;10774;12883;16576;8313;7935;20045;29685;2999;32754;12200;32385;11895;26054;21556;19977;19099;10850;3976;983;26649;12917;32233;11306;32511;32615;7789;32720;692;7567;22623;25591;12928;17062;28646;7233;21326;12411;11746;25366;14001;12265;16151;23614;13094;14342;3725;5551;29081;5534;7990;2723;13354;9952;
10450;23790;31280;32598;31760;14479;9598;2075;29174;5509;1254;28744;27266;19428;26620;431;7826;11815;8220;11724;18689;7624;4783;26360;27411;19982;16553;6624;12307;10535;26454;23350;13370;2934;7767;7590;13011;18734;5864;1036;24477;12832;24676;9188;28529;2001;22026;19457;5156;6608;6657;9091;28591;31814;16794;13571;17037;3279;5846;14864;22885;14728;4904;15071;32233;15978;30587;22078;28414;19670;9591;17866;9245;20848;7680;29282;24569;19505;18688;11483;22114;28344;27239;24309;26985;29921;26736;18574;16837;27545;18213;7446;18037;23025;32037;5443;14247;113;1445;18694;28889;8878;21429;26045;
5694;3870;2756;5290;12643;22828;8295;9636;274;31112;19286;21004;119;18625;25527;11267;27009;2069;6304;3546;13963;27784;7895;7626;26428;24627;15580;14822;3243;28127;22569;24653;24775;2770;26552;26532;27895;13033;28614;7108;1021;2791;27351;4783;4896;32013;17402;19913;3722;1003;17998;31557;31983;6005;9669;27613;26223;28761;1320;4294;10942;5520;7515;5603;642;26675;27107;27705;12284;8593;32421;22691;8939;30590;27376;23238;5037;23278;19902;72;22952;1218;32567;30781;232;17633;29559;31458;25353;18315;14993;22926;18264;17642;16852;19173;20021;20202;14925;18255;11196;12619;18572;2473;
30116;6133;25003;2106;2150;28555;31117;31208;18338;13378;26212;15275;15807;8948;7542;10819;24275;112;11552;17446;29378;27413;6171;10173;27305;27295;30206;16847;9597;12864;32004;16446;26607;18675;22800;7409;2963;3085;29678;21777;10562;16404;4828;8312;17085;9173;27977;15718;12178;14769;8412;9334;20804;15160;9912;14545;21158;27385;11775;18594;30344;14487;32660;29130;14741;27424;20262;16084;19324;17819;7530;4139;9038;23008;4007;9610;13095;32173;24696;23477;32529;5621;19918;29287;6949;11387;10292;28299;21748;928;26455;27822;3109;7289;26565;30645;32351;25381;13813;14283;2665;30046;2696;3486;
11919;14157;23502;28107;17992;10915;10380;4246;19223;15333;24572;18911;7343;31239;2838;7506;5210;27709;6926;25309;26523;31246;286;3943;7698;6570;29573;30143;7841;14461;976;5074;6093;4612;27224;16418;18279;26848;11020;19315;25963;22057;30576;27335;13864;8964;29158;32141;1953;24696;13869;1046;7732;12669;19239;23112;21625;31574;25055;2710;29293;28705;1482;19760;32720;10157;8781;1910;5579;14987;384;24499;29654;4968;10290;14600;23513;27290;13101;11174;31121;8184;6586;19776;22838;26351;31080;24001;12635;30930;20234;11322;1045;16754;16639;18462;23391;14831;24246;21169;9405;26061;31088;1214;
28704;9802;31304;15496;5642;22511;22897;10244;2290;28262;6848;24389;21994;651;29546;824;6271;1733;32014;13457;26081;5527;6646;30469;29508;3698;28314;21690;31621;29902;5221;22012;10257;17785;27068;8497;259;13870;9021;22287;10380;4969;580;32524;26008;12410;21684;6166;16814;7640;8692;8581;15896;6585;10551;12366;25669;28383;5377;25721;13675;13749;2023;21205;15728;11162;26262;14058;19723;5245;790;303;7975;23210;3408;5501;28040;24803;27854;19908;14512;15027;26563;5373;18180;16127;15179;11871;7979;10462;2291;31958;439;15019;15740;24241;9735;5976;21724;29082;15979;17924;8070;21196;
1930;5072;27883;12160;26369;18415;16193;14760;23885;24061;27779;21728;20203;14994;20665;4002;26813;3606;30073;15545;9136;22999;21166;16632;11164;19288;3224;26923;11628;25069;21268;23630;20606;4740;17950;32253;24397;24006;916;21804;25421;3167;16956;19224;14358;1433;7689;22141;22981;29744;31130;26378;29343;11618;6404;9490;27640;3653;22993;22916;1620;17245;11337;4637;15563;11886;12784;21980;30642;24207;9551;32183;21111;20096;28407;1420;30925;23869;3012;26970;24329;13523;10335;25265;22988;4979;5638;6759;22755;10949;31888;8845;18795;2430;28075;19617;25401;17205;15721;12293;25977;19059;17403;29872;
1684;12553;27836;13860;7000;17062;13937;4768;14675;11688;2254;14998;22655;11827;829;5215;14373;28544;10460;18478;2811;6008;3524;18499;11919;12418;27025;10593;29161;26009;13087;24449;12140;17569;10641;13000;15870;31483;28312;183;32105;16471;5618;7586;512;25545;20016;27235;9093;12064;1725;29263;29514;5235;14108;9577;23959;23036;11121;726;31308;14377;31299;18321;20679;7665;1920;30048;4872;3941;14529;17927;5139;21127;16080;24251;32150;24158;6248;22489;2252;16458;12859;27864;16033;27542;18489;26749;791;10060;27664;8525;28648;3661;21743;6728;17005;21920;23696;7124;24766;19723;19829;22776;
14875;19936;26226;29898;1675;3098;14187;31787;10690;32168;15199;10161;15688;19465;21413;31205;1496;1049;2166;3503;22535;30763;12972;10510;12326;2135;29385;26636;360;17686;6459;5106;72;8204;25567;31416;27685;7972;13507;23231;7215;17890;9776;14019;21383;10485;8168;9739;8354;24588;20908;29922;19439;18923;14081;10571;6585;22206;2100;16369;25422;19629;15516;13661;19297;15024;543;12139;4525;3493;19959;23295;18907;31648;27318;20980;31142;14722;10120;7509;25149;11981;3257;10192;30952;7094;14711;13415;21231;25980;20184;11625;2232;31993;3103;24481;21551;4983;59;30157;28266;4548;29840;18514;
28814;1417;29946;21805;15340;30935;6415;29741;11632;26627;29349;7007;8252;18868;17813;18378;912;23866;27838;24157;2029;13089;4172;6438;10106;9222;4410;21701;3494;10666;19989;21023;8719;20037;9475;16471;15011;9757;22277;8954;14596;1878;12409;26745;5937;29708;6883;17629;10084;27295;31724;9398;2870;4174;1451;19540;9737;27144;23588;30522;3751;6014;13326;3024;17447;17533;20186;14168;10769;17531;30704;1571;4034;3184;26428;19461;18193;32487;11497;28934;3634;15956;2668;30298;20699;31144;23749;18324;1190;26403;31745;11286;9399;24937;13316;27852;4254;23257;14981;538;21118;6938;18010;24082;
4207;31478;11254;9963;11554;4716;9008;30126;23492;3328;6726;27955;11044;6230;14881;15692;19479;8447;32730;26176;5916;20883;3966;20603;5436;2048;9230;3203;4148;13601;16586;20270;28118;23187;1967;32275;23213;6852;22847;24638;2016;3916;8576;18216;88;22913;30279;17382;22821;8517;27318;15520;16670;30243;15364;30277;13256;18075;15228;26237;21370;25017;6601;25055;11966;14061;30576;31333;29945;18454;24222;8732;24143;480;2596;26144;19137;28240;7616;21960;23704;30109;13214;27166;4615;8514;25374;402;8716;5457;9432;17391;8343;13322;14302;653;11758;8108;27712;26825;13648;3723;30422;4274;
32472;9571;12857;20485;6309;19436;28947;20828;23352;12206;17817;19874;3357;26903;25173;31178;27086;30411;30761;31936;4052;827;13713;416;6703;10361;19240;14887;26872;9803;6510;25959;23877;15998;27592;11966;3149;11132;25800;30984;11725;25889;32687;27156;18858;10187;19248;19029;26839;29104;16759;3290;19833;27253;24938;4992;30281;26876;27951;871;28986;2941;29166;15778;16733;5592;31960;20531;23553;2601;8552;29494;286;12189;13544;26204;29428;31621;25400;17051;20719;4265;203;5156;6606;18655;15858;20630;6404;31964;8029;32113;17246;32329;24542;6861;18151;30746;8049;9804;21001;10523;890;19021;
22004;11467;11341;3426;18500;18030;9203;5637;10205;25182;10796;22150;18714;16802;432;13640;11560;961;8890;1325;26796;728;30407;25167;23980;13803;411;18161;19628;3449;7046;27829;279;32339;8421;19983;7393;11950;15083;23545;18283;31094;9634;15336;17319;15333;5932;8703;12668;8533;11343;7043;32364;24914;32305;23952;18804;9204;17759;27658;15923;107;11796;11477;11087;18908;16825;15177;22549;7788;2472;4064;23903;27802;20277;20530;1467;25297;7407;23332;30921;32061;25891;25948;13797;9695;29090;14840;8710;6876;196;29567;11494;3867;13229;16663;20836;14606;12751;3065;29990;17360;9648;4387;
27522;22129;30446;17228;8095;9614;25984;2333;10711;17188;27198;11166;21600;8357;164;2287;21292;30540;15827;24376;13069;2734;22744;17378;17437;31123;2097;6920;861;4355;22669;9000;18332;21924;24788;26911;13723;14147;30567;14420;16238;8880;19625;23347;13093;26063;3774;16349;7340;6636;31379;21789;32496;2127;32286;13215;10307;15632;20455;26460;9730;15405;8135;27993;7029;3290;17647;14737;32758;3864;3373;22831;2134;20361;4459;1281;16252;19843;13177;14378;4687;26467;10508;7959;21207;24868;14342;29364;30366;14640;2039;5087;5213;16245;11492;31517;25812;8892;20296;20619;19194;26678;5465;16408;
10070;344;12684;24050;31405;29673;14939;12094;7133;18522;12102;11020;1289;12885;20248;18314;31734;10136;9067;26487;6581;22788;25966;15323;30083;16881;8166;28150;30445;16837;12915;9590;4920;29637;6677;16109;31231;14635;8942;18049;29982;10616;26442;2790;32719;23819;16348;23689;22803;17907;2378;19726;5460;2818;25325;765;29512;6434;19154;30136;30744;24300;15108;9649;5826;26231;11277;9433;26300;16750;8378;860;11738;31590;7967;29835;16753;1646;15067;16409;701;21991;5277;21387;31360;7062;29415;2026;22508;23287;22546;28603;22211;18132;14739;16689;20669;7447;15484;12448;32298;29917;6982;20277;
10712;13003;6349;16869;23607;6053;9372;25763;16827;7452;5227;11734;20610;5352;5862;26122;28983;15895;17328;2021;12086;17573;27816;23645;13296;24396;5227;10025;4497;32669;11802;30581;8417;18512;2653;28890;30312;15833;5543;8333;13014;25916;19388;13015;12962;17697;1137;7365;24816;32043;32179;3616;12728;26502;18123;16287;1829;30911;28896;29020;1595;20953;10430;11653;7869;14493;7638;9044;19022;27185;23173;11841;18134;31724;29081;23926;20519;15977;9489;3971;7393;22234;27172;30291;8850;671;28293;5982;25890;14616;742;7201;21871;8119;3771;1739;820;1113;28992;7994;9775;20950;29629;11301;
17027;13014;12552;19611;27739;22247;5708;1452;28368;3533;24842;22630;23053;11545;15965;29699;15536;29694;28546;22624;3188;24927;6039;31921;525;12332;5795;20084;27732;28143;5591;7331;16036;24482;10516;17198;24196;10436;10669;10920;29830;26796;11885;28736;17519;16924;17628;18932;20631;281;20414;31489;19603;21242;11997;27806;8978;17600;5128;16105;4869;31653;10588;26146;10243;23544;27842;10263;4587;4647;25785;3551;8139;12830;4694;7627;25088;24783;17544;29082;14239;15378;12449;31980;19220;29872;29714;6138;16905;20154;25462;8835;9354;31776;19155;21258;16230;1406;796;1598;1496;13625;250;8890;
13926;14539;16587;25838;18186;27739;13292;10077;23696;1169;4915;31498;20799;2728;15040;9260;3771;24261;29430;20265;16170;13447;19140;4546;6550;15839;26409;3211;19858;30754;27639;16543;21025;20316;25047;28049;7123;3048;15757;2982;32305;15933;27773;13889;15451;7435;2670;6814;3312;2439;9359;16067;5422;11778;11703;13492;8027;27329;2033;3559;4195;1289;18232;8951;24770;19577;4479;924;7332;10909;16373;8923;12107;20671;9606;4986;32178;30720;7845;26807;5232;26536;20041;3898;27870;13755;11317;12871;3452;30157;18557;312;2449;18966;26694;26923;9234;2761;24525;5880;6597;30626;19883;21862;
22182;10174;6999;7070;6794;11184;26348;24543;20738;5585;14892;628;8322;23767;12997;25827;29891;19626;32724;360;2149;31091;22696;5793;12761;26869;20680;15243;30590;26144;11575;28589;12042;13027;7926;31635;11308;3139;1739;13694;17008;13482;9793;32346;7778;30849;25072;2800;14838;24832;30974;19805;28711;2373;21990;4803;29663;18852;23672;10558;11799;11583;22818;8730;18239;26070;30061;1091;24544;12768;21962;764;15488;26842;17551;3284;26822;8671;3645;18134;5598;10361;29444;18433;14367;13239;20873;10488;10219;4991;28390;15354;18903;18470;32754;275;524;14398;22468;10900;30446;30895;24434;17858;
26363;23306;15134;23499;5621;13849;16436;7934;5443;7355;8429;30778;27541;30446;28952;2215;24519;12590;26649;29605;27400;30206;1074;1282;5691;9668;29441;1904;18077;217;25418;24374;15784;14305;9207;15653;20536;22104;13405;32206;6381;15214;10689;2290;10704;5397;3611;17722;313;4440;7193;29736;17904;14830;31847;2638;3730;11791;26670;22462;14390;11910;21723;5313;4177;12296;3361;9932;21975;26564;23361;12719;21923;1595;10377;18704;9753;5202;13850;22040;17930;9893;21231;1388;8919;23327;13083;20831;18906;21704;19538;31846;18689;10717;23467;4044;700;30758;30884;12966;31002;4996;22887;27914;
21551;714;11340;11132;10168;16077;10910;5801;15362;26559;18594;4952;24071;25784;9941;32413;31450;8598;10358;31311;2630;24327;21316;23997;3250;18660;23689;7837;8264;18113;1879;17989;29015;15042;14354;18206;2549;8880;24878;18005;17640;20299;11578;11731;26567;9698;2590;6768;10332;8226;31137;31331;8525;32300;19246;28669;31227;24298;8919;19608;17835;12962;29082;14282;24036;15307;17123;22238;15383;4640;851;2180;5766;23540;9408;2247;17502;12741;17277;4416;11558;24595;12507;18825;18269;31602;1775;7157;27231;31455;10646;17022;30601;19536;22711;8191;7837;6031;14280;14756;16744;9031;28308;25758;
15010;4191;18235;31771;3093;24456;28026;13173;14338;29970;13100;22697;18880;3844;32273;6924;20902;24939;17103;10809;22571;19698;12598;16718;3148;25523;30152;29272;12590;12365;13433;17931;3845;29495;8371;951;27444;19028;22173;13687;19382;30407;22941;15532;2492;13576;23580;2729;30615;23351;13449;20912;7641;12721;9120;16926;21431;14818;20460;10210;14002;22362;6794;31795;17783;3874;12593;16259;8707;20816;367;12206;16138;217;28981;11896;31898;11687;150;27702;30716;13547;14540;10955;4827;15285;3196;11478;30119;14274;3387;9514;4412;31380;6736;14975;25535;29384;27835;29543;1225;6053;9335;7811;
15560;13041;15101;2806;11170;32008;32521;9498;17051;16175;32160;19314;5496;28709;31826;28640;18148;32507;26813;22808;5140;16422;24914;6229;17319;12499;15196;1867;31696;1146;10813;25180;17334;12470;27643;21262;13339;27476;7932;32445;6972;20137;9486;28045;6137;6185;14251;23971;28726;13622;4474;22165;9857;4662;20760;4382;4853;24552;31001;1815;862;17144;12618;16290;9886;8657;11577;11177;18255;1202;23544;9863;6569;15364;17693;28420;8358;16619;14093;11399;28261;1051;10875;21639;17356;7917;32555;1091;21362;6833;30204;8883;11196;16966;3109;24254;3142;12777;7103;23981;10884;6475;25988;11744;
10665;25574;26582;20927;18887;15248;9987;30452;4664;6481;19143;11736;31550;22642;13586;13610;23270;32726;30220;11783;6450;13710;16726;19478;28534;4263;18579;22020;14083;15686;7976;2608;2819;9976;2879;15271;16804;7491;26642;15186;121;9857;32102;24942;28701;29934;28757;19261;21273;12799;12625;8443;1031;5109;2918;30740;7928;29107;14527;9620;23060;18636;8300;5343;20864;27105;8547;30370;19077;16170;3780;23561;12782;24914;16737;4659;22961;28296;25213;20963;14802;22483;21460;6008;14469;6309;22748;14111;15763;3252;25931;327;5374;22533;13529;2901;25832;5449;4167;28825;15025;15981;25504;8065;
29536;877;2495;1805;836;873;28945;14467;24795;7162;32156;20836;5874;17094;19520;16798;16910;7506;15165;16899;32011;19224;23542;3834;259;5594;12789;15221;31857;31797;25390;12323;26006;19065;15752;10982;19484;13752;13721;21127;28154;11549;17073;12969;5015;21887;15387;13307;30514;25398;7071;25778;15233;17966;18763;9527;13720;23610;21620;3356;3597;7594;15863;7253;32090;30751;14276;3237;10114;19358;32158;22358;23288;15844;11036;17197;14012;22521;13044;3741;31687;8712;23416;2619;3497;12654;25697;14194;26225;23825;14796;16248;461;3059;22658;22144;882;20999;18300;24370;7358;20291;19111;25176;
30108;1270;13028;11994;7337;5468;28499;13804;17045;8559;17361;30598;17611;14593;18623;4884;19284;4360;6150;20592;32248;29753;19287;13581;5287;8664;12216;31093;18200;3790;21052;29429;24496;15612;18961;17814;30117;7375;25536;29264;4707;11540;4529;5499;17967;19726;17902;27014;28682;29894;6440;25067;15576;18339;25343;29282;8641;13626;10110;22102;21976;7271;32229;27797;3834;9373;21676;31563;1529;16762;14020;28721;1530;5279;30240;28930;2844;8638;24436;20527;13403;2292;23357;14803;3251;15194;8193;11497;28552;24023;23000;5309;3141;20024;27435;5792;19780;32386;10940;26592;9710;6790;17126;16375;
